,author_display_name,author_channel_id,comment,comment_last_updated,clean_comment
613,Wilison Silva,UCBTIi0h91Tq662GYXlQMI4g,Please come to Brazill!!!🇧🇷🇧🇷🇧🇷,2020-02-06 18:20:12+00:00,please come brazill🇧🇷🇧🇷🇧🇷
614,hatori,UCCcc2f-TqYJRG7p1z7huZFw,why is this underrated,2020-02-06 13:24:06+00:00,underrated
615,The unfunny obasan,UCtwhMUi0myquphNS2EHh9mw,"Thank God 🙏 I'm here before 100k, 1M
Thank God today I found my new jam",2020-02-06 11:52:51+00:00,thank god 🙏 100k 1m thank god today found new jam
616,Psyche Ignis,UCdRydnZnTsj8Z3zxkozd0WQ,I LOVE YOU THE HEAD AND THE HEART,2020-02-06 11:44:56+00:00,love head heart
617,VaniaWarpath,UCLrJ047y57G890mnySQHUNw,"This is ""Our"" song. 😍❤️😍",2020-02-06 11:43:48+00:00,our song 😍❤️😍
618,Drew Olson,UCgReh-ox_ABEfrVCvU_FNkw,Just get worse and worse after the first album,2020-02-06 06:48:11+00:00,get worse worse first album
619,Jesiah Rebolledo,UC5jm9cxnSxU0tciWnvSTXRg,"Josiah honey, please come home",2020-02-06 02:04:49+00:00,josiah honey please come home
620,Will Campbell,UCXBVPu6NjmBIl862wR8-ZMQ,I'm happy to have this tattooed on me,2020-02-06 00:44:21+00:00,happy tattooed
621,elle :v,UCcjweBZhIrVmoCuNlSW7jPQ,AAAAAA MY HEART,2020-02-05 23:42:20+00:00,aaaaaa heart
622,Kayla Wolff,UCJxW5AjQMZAEoafoIU_JE2g,I sent this to my boyfriend when we were having trouble between us. I now think of him everytime this comes on. He’s my honeybee.,2020-02-05 22:37:01+00:00,sent boyfriend trouble us think everytime comes on honeybee
623,Becca Mathias,UCpikRRHhrzEEi4KNQ9Y6q4A,I want to live in this video,2020-02-05 17:06:58+00:00,want live video
624,flickchic238,UCiHwWFIEJNjy_LZGIMzWZvQ,I love this!  Thanks guys,2020-02-05 14:39:00+00:00,love this thanks guys
625,Raissa Rangel,UCJ8y77Xob3jcfvfigXEugwQ,Nunca me decepcionam gente 💛,2020-02-05 12:43:24+00:00,nunca decepcionam gente 💛
626,SOMI,UCfD9iL0yZP-A1FkhoG2TGJA,05.02.2020 <3,2020-02-05 12:09:54+00:00,05022020 3
627,therustingbones,UCMttMbBr28rzXM8Xx2m4QcA,OMG MY FAVORITE SONG!,2020-02-05 10:59:32+00:00,omg favorite song
628,BOB CRIED WOLF,UCGZz-KUlOwf8vrjwesVmdIQ,Well done,2020-02-05 01:47:58+00:00,well done
629,The Researcher 7,UCf7kA6lbOr1S7at9hpRtkKw,"Great song, great lyrics. Thanks!",2020-02-05 01:38:35+00:00,great song great lyrics thanks
630,Lucy Rogers,UCUbgXowvAFcxvP8pvY9c9Dw,"I'm so excited there's this video now, this is definitely one of my favorite songs right now! Yayyyyy",2020-02-05 01:01:24+00:00,excited video now definitely one favorite songs right now yayyyyy
631,Ghit7,UCc-tfp08XbLQkVTyzbg9IsQ,❤,2020-02-04 20:00:40+00:00,❤
632,Jerald Paragas,UCJts5CNRaSm8U2aoMA8hi-g,❤,2020-02-04 16:11:06+00:00,❤
633,Jean Lee,UCBn6ZyVoZLulnF1KLZawPBw,😊,2020-02-04 14:48:06+00:00,😊
634,Erika S,UCmHyvJEEipkwIrvHn5RjOGA,I'll never get used to Josiah not being present. The vibe I was drawn to is now gone...,2020-02-04 14:29:39+00:00,never get used josiah present vibe drawn gone
635,Pandora E,UC7c-tA2uE0ng_Nrjo-WFZXw,💙🐝💙,2020-02-04 13:44:22+00:00,💙🐝💙
636,Kime Obin 30,UCbev20E7-mmYr2VsMX47TyA,Why so underrated?,2020-02-04 13:27:38+00:00,underrated
637,Rin Chawngthu,UCe77P13M_70t4X30iLoOMuQ,"🍯🐝 , luckily you saw in me something I couldn't see 🌼",2020-02-04 12:39:12+00:00,🍯🐝  luckily saw something could see 🌼
638,Veronica Pamintuan,UC1HENI05agSB3uyfIF7eZBw,Wowowowowow!!! 💛💛💛,2020-02-04 11:42:37+00:00,wowowowowow 💛💛💛
639,didoma73,UCe-V5a2dF45TChwzcA-PGoA,this is the song!,2020-02-04 06:21:59+00:00,song
640,Nadine K,UCVAmdeq2P2iYt-yAmV0oZ7w,"Beautiful song, lovely, wistful sound.",2020-02-04 06:13:19+00:00,beautiful song lovely wistful sound
641,Alejandra Guadalupe Bravo García,UCg_OYXqGzRZbdt5uI21S0Sg,Come to Mexico please!!!,2020-02-04 05:59:09+00:00,come mexico please
642,Alye Freeman,UCz0Dlc2u5_K51wIkX6vbGJw,I saw you guys in Tulsa this summer and it was a DREAM COME TRUE! Love the video!! :),2020-02-04 04:35:12+00:00,saw guys tulsa summer dream come true love video 
643,Brothers Forever,UCeMUsV4__S-gK5LnNhrmxDw,"You are the one 
You are the only one",2020-02-04 04:05:23+00:00,one one
644,Jameson Bornholdt,UCGY5ySdIWDgyPVVSnZDOjYg,This had to be filmed in the PNW,2020-02-04 03:56:10+00:00,filmed pnw
645,Firedancer4ever,UCGb_yeTXXg-ewt8XbaF2odQ,This is so freaking adorable. Who knew I could love Charity even more?! Great song and the video is wonderful!,2020-02-04 02:55:24+00:00,freaking adorable knew could love charity even more great song video wonderful
646,Analeesa Kobriger,UCZIKnvUmTkDj-yakw9iwYYw,Brilliant!!! Love the art of this video!,2020-02-04 02:04:38+00:00,brilliant love art video
647,Khương Duy Nguyễn,UCIrhzYrbQqfBSfmoeUkYn4A,Lovely song has touch my soul,2020-02-04 02:02:39+00:00,lovely song touch soul
648,Eduardo Oliveira Goes,UCr3tpmaeMDWv6IgXXPnPYPg,Please come to Brazil,2020-02-04 01:21:04+00:00,please come brazil
649,p b,UCStEsC3ktDbv0-RRQ4aTfHQ,3:36 me trying to find someone to share within the emotions of this song,2020-02-04 00:29:30+00:00,336 trying find someone share within emotions song
650,Dixie Nenadovich,UCmzApA-1W9xDTKHS3R46Fdw,Beautiful song and video. Ican't wait for you to come back to Ohio.,2020-02-04 00:29:25+00:00,beautiful song video ican wait come back ohio
651,Sound In Mind,UCq8mDArfh0uPQOx_lBM6xfg,"Seeing you guys for the first time is an experience i hope happens.  Painful, beautiful, moving, funny.",2020-02-03 23:56:56+00:00,seeing guys first time experience hope happens painful beautiful moving funny
652,cristopher brown,UCIBMpUZzOMLunPwKXJuSsZw,Who knew the bee movie had a sequel?,2020-02-03 23:50:56+00:00,knew bee movie sequel
653,jade,UCjyrIofF0WCB2FgaIaif3Yw,❤️❤️❤️,2020-02-03 23:24:36+00:00,❤️❤️❤️
654,Jenny M,UCzBwxLwHf04NkoqTovcLtPQ,You all know how I feel about you and your music.  I love you all so much.  So proud of you all.  You're the best.,2020-02-03 23:13:50+00:00,know feel music love much proud all best
655,Mark M.,UCOLYbV7DtXQemltbWAO3L5Q,Top notch aesthetic,2020-02-03 23:12:09+00:00,top notch aesthetic
656,Kyndra Eide,UCJslB7EfvOJ1BbIDjeOXQDw,Lovin the northwest vibes!  More Washington (or PNW) tour dates please! <3,2020-02-03 22:47:39+00:00,lovin northwest vibes washington or pnw tour dates please 3
657,Steffilyne Nongrum,UCheJGDKP_TKkdtTrAd12Fpw,❤️❤️❤️,2020-02-03 21:30:48+00:00,❤️❤️❤️
658,Coleen Jade,UCGM6Hw2z-0E0qpK6wURWJRw,So so underrated!! So so good!!! ❤️,2020-02-03 20:23:55+00:00,underrated good ❤️
659,Samantha Guzman,UCEJ8quYO4Z2VbCGrGOlBqQg,So amazing. Love you guys and love the PNW. Your creativity is inspiring. So excited to finally watch!!!!!,2020-02-03 18:46:05+00:00,amazing love guys love pnw creativity inspiring excited finally watch
660,M B,UC6_rq9KTgTBLqnTtSm2Qjgw,That hug,2020-02-03 18:29:47+00:00,hug
661,Uncrowned Myth,UC17Y5kkxuStdMKhVgdPnjBw,"Well I've been here since I heard ur song in HIMYM , ur songs r nice as it has meaning to it and not like a selfish singers  who puts all the slang words just to describe his loneliness. Keep up the good work 
Love from Arunachal Pradesh💓💕",2020-02-03 18:25:08+00:00,well since heard ur song himym  ur songs r nice meaning like selfish singers puts slang words describe loneliness keep good work love arunachal pradesh💓💕
662,Mr. Jamir,UCf3WojPXjcvMzEWTpW47a1w,Blissful,2020-02-03 18:24:29+00:00,blissful
663,Tejas Sharma,UCeASIOOX183xntP4pRwadhg,One of the best songs off the album!!! 😊,2020-02-03 18:09:32+00:00,one best songs album 😊
664,Andhika Prakarsa,UCMptxtZf9TMIIwpiy99a_Ag,"""but here we are...."" I really love this song, especially this part. Will you make Library magic music video?  -A fan from Indonesia.",2020-02-03 17:36:31+00:00,but are really love song especially part make library magic music video a fan indonesia
665,eh eh,UCSvAcbcnVzH39EbcUWqyneg,Been your fan since 2014. Thank you very much for making such great music😊,2020-02-03 17:32:12+00:00,fan since 2014 thank much making great music😊
666,Nora Maloney,UCd8UDCpGLtqfPg8sXVvDa_Q,Can you please come to Wisconsin? 💖💖💖,2020-02-03 17:25:03+00:00,please come wisconsin 💖💖💖
667,V,UCxTHQcqRMrk60papxHPnYLw,Glad to see you'll be back in Vermont in May. I will definitely be there! What is your favorite Ben and Jerry's flavor?,2020-02-03 16:52:03+00:00,glad see back vermont may definitely there favorite ben jerry flavor
668,Kássia Souza,UCOnnVQZUU8f5bQlOodSE4_Q,Eu amooo,2020-02-03 16:51:08+00:00,eu amooo
669,Menouader Ilham,UCOs5__Vy4Qs1vdkl0kUWiVQ,the head and the heart 💛🧡,2020-02-03 16:50:33+00:00,head heart 💛🧡
670,V,UCxTHQcqRMrk60papxHPnYLw,"Jonathan, over the summer at Red Rocks you came out into the audience. You were wearing an interesting pair of glasses. My friend says they were camera glasses, but I'm not so sure. Can you elaborate?",2020-02-03 16:49:36+00:00,jonathan summer red rocks came audience wearing interesting pair glasses friend says camera glasses sure elaborate
671,Joanna Johnson,UCymSVkblDyGZeK3IxUe7IMg,So adorable. Love you guys and gal. Miss you all.,2020-02-03 16:33:33+00:00,adorable love guys gal miss all
672,Emerald Lotus Vibrations,UCKT1Vw8wQG1j2RNTNPR6jOw,Awesome video! Love you guys!!!,2020-02-03 16:14:47+00:00,awesome video love guys
673,Sonam Pakhrin,UCv1pkRu5iTeLmELYfvCMmSQ,Honeybee. 🤘🤘🤘❤️❤️❤️❤️❤️❤️Loving from NEPAL 🇳🇵 🇳🇵 🇳🇵,2020-02-03 16:08:35+00:00,honeybee 🤘🤘🤘❤️❤️❤️❤️❤️❤️loving nepal 🇳🇵 🇳🇵 🇳🇵
674,Faizah Weningtyas,UCTek26fk0xt5_VzEeFb_vHw,So yellow over charity,2020-02-03 16:05:01+00:00,yellow charity
675,Leonor Cruz,UCaC2VEp6G68oItwN3FTAWMg,"""Look around, We made a garden of the love we found. So many reasons I would fight to stay,
You're the courage when I fade!
Take a look at what we've made""
This part gives me goosebumps 
What inspired this fragment? 

Do you think you will ever come to Portugal? 
All love 💕",2020-02-03 16:03:36+00:00,look around made garden love found many reasons would fight stay courage fade take look made part gives goosebumps inspired fragment think ever come portugal love 💕
676,Zovi Renthlei,UCccqLyGrg8ic409mkDX4tRQ,Now I'm in love with Yellow!!! And this song means a lot to me 💛💛💛💛💛,2020-02-03 15:54:34+00:00,love yellow song means lot 💛💛💛💛💛
677,flipflops,UCD78BpCbp0BuPFp9mj97j_Q,"ravenna park, volunteer park and discovery park?",2020-02-03 15:42:12+00:00,ravenna park volunteer park discovery park
678,Cody Welter,UCFWCXZDZ2_qqI2B-NMa2_vQ,"If you look close enough, you can tell the bee is just a woman in a bee costume. :P",2020-02-03 15:41:00+00:00,look close enough tell bee woman bee costume p
679,Guy Cutting Onions,UCYQy9-j9ojlU3y_2xACwloA,You guys have got me through some tough times. I really hope you come down to India sometime!,2020-02-03 15:34:31+00:00,guys got tough times really hope come india sometime
680,Music,UC7wGpObSPDZ-3tc_l1AaCxw,The Head and the Heart,2020-02-03 15:33:45+00:00,head heart
681,Shivam Pattni,UC3MJbpqNuWTzPKQI6xZPkjg,Omg this is so cute !,2020-02-03 15:33:11+00:00,omg cute 
682,Jake Whritenour,UCmEhpopjb8AsWlfmWeX_S1A,this song is the bee's knees,2020-02-03 15:27:42+00:00,song bee knees
683,Kenz Budi Luhur,UCsIaEeHMFnU-Lehw3ODQHXQ,i love you!,2020-02-03 15:26:16+00:00,love you
684,Juan Rodriguez,UC0jlpOUPiVXftcAbaFJhJUA,"Wowowow, its a great day!!!!",2020-02-03 15:18:59+00:00,wowowow great day
685,fire choco,UCkJu0ywEFGWSPQTZkVY4_ig,Hopefully you'll do world tour and come to Indonesia. I've been a fan since 2018. ❤️❤️❤️,2020-02-03 15:17:43+00:00,hopefully world tour come indonesia fan since 2018 ❤️❤️❤️
686,Little K,UCjxsEP9fgABI2gIaSmq7sBg,cool,2020-02-03 15:10:17+00:00,cool
687,Paula Haokip,UChuRgtBOPYbgLtnyBVvVGRg,Love it 🙏,2020-02-03 15:05:05+00:00,love 🙏
688,HOLLAND RAJEWSKI,UCs7GlHpjJah6MHLtSm9DmaQ,already obsessed,2020-02-03 14:57:09+00:00,already obsessed
689,V,UCxTHQcqRMrk60papxHPnYLw,"JONATHAN! The color and texture of your voice makes me feel a certain kinda way. ;-)  Especially when you speak in a song. It’s why I’ve started buying lottery tickets and looking outside while the sun is setting. Do any of you like to gamble? If so, what is the most $$$ you’ve won?",2020-02-03 14:57:05+00:00,jonathan color texture voice makes feel certain kinda way  especially speak song started buying lottery tickets looking outside sun setting like gamble so  won
690,Kara Beemer,UCm6jJiLKlAlub3TOHkH6qoQ,who came up with the idea for the bee/bee keeper cute love story moment?,2020-02-03 14:56:58+00:00,came idea beebee keeper cute love story moment
691,Mike Russell,UCnTAbn6iarNBzCQbIYqY-wQ,Charity in the bee costume is giving me Blind Melon flashbacks,2020-02-03 14:38:30+00:00,charity bee costume giving blind melon flashbacks
692,Jesse,UC2pWAW1mYAMz-9XKHmkOfTA,Love this song!,2020-02-03 01:28:26+00:00,love song
693,Brandon Halter,UCLI_sQSREU6UE3ZdWWnk2mQ,Can you do red rocks with grouplove again please?,2020-02-02 17:22:46+00:00,red rocks grouplove please
694,Little K,UCjxsEP9fgABI2gIaSmq7sBg,6th comment on this masterpiece!!,2020-02-01 22:07:56+00:00,6th comment masterpiece
695,Argh,UCGh2O9DdyfwDEp7VfrzSJDg,What are your favorite unreleased songs? (Recent & all time),2020-02-01 18:26:53+00:00,favorite unreleased songs recent  time
696,Sal Nigro,UCBfTZWRDag5uR7gPYeEKtiQ,Will Josiah be back on the new recordings and DVD release?,2020-02-01 18:18:21+00:00,josiah back new recordings dvd release
697,Diana Laura,UCkTbWyav3CIF0ufcru7bcPA,"Who wrote ""honeybee""?",2020-02-01 17:54:48+00:00,wrote honeybee
698,Delia Avila,UC73C0-rUr7sdluZUj1u9gcQ,You are coming to Mankato Minnesota!!! Yasss!!!,2020-02-01 17:28:53+00:00,coming mankato minnesota yasss
699,Mia Bowman,UCvmwMamnK8JfgGCqdCYHDUw,What was the inspiration behind Honeybee and when did you write it?,2020-02-01 17:28:04+00:00,inspiration behind honeybee write it
